id,docket,party,itemName,erpItemCode,rmItemCode,productCostActual,productCostExpected,productStatus,costActual,costExpected,costStatus,qrStatus,vaPercent,quotedRate
"cmraowze10007o0v3af8xp2dz","GMD003234","Krishna Construction Co.","SITC of PN-1.6, Double Flanged Modulating Type Electrically Operated Butterfly valves with electric actuator generally conforming to IS:13095  800 mm dia.","FBD010121","FBC010121","","","NULL_BOTH","","","NULL_BOTH","","35",""
"cmraowze10005o0v351lnd1hg","GMD003234","Krishna Construction Co.","SITC of PN-1.6, Double Flanged Modulating Type Electrically Operated Butterfly valves with electric actuator generally conforming to IS:13095 2000 mm dia. PN 1.6","FBC010361","FBD010369","990000","990000","MATCH","1069200","1069200","MATCH","QR_MISMATCH exp~1824696.7","70.66","1824670.00"
"cmraowzoi001no0v3m9rqeill","GMD003248","KALPATARU PROJECTS INTERNATIONAL LIMITED","MANUAL SLUICE VALVENOMINAL DIA (NB)100VALVE RATINGPN 16","FSD030098","RSE100002","","","NULL_BOTH","","","NULL_BOTH","","35",""
"cmraowzoi001oo0v3jlrkgwzi","GMD003248","KALPATARU PROJECTS INTERNATIONAL LIMITED","MANUAL SLUICE VALVENOMINAL DIA (NB)150VALVE RATINGPN 16","FSD040002","RSD110023","","","NULL_BOTH","","","NULL_BOTH","","25",""
"cmraowzoi001mo0v3vkgzall4","GMD003248","KALPATARU PROJECTS INTERNATIONAL LIMITED","MANUAL SLUICE VALVENOMINAL DIA (NB)700VALVE RATINGPN 10","FSD040075","","","","NO_BOM_FOR_CODE","","","NULL_BOTH","","30",""
"cmraowzoi001so0v3adtl1auc","GMD003248","KALPATARU PROJECTS INTERNATIONAL LIMITED","MANUAL SLUICE VALVENOMINAL DIA (NB)400VALVE RATINGPN 16","FSD040037","","","","NO_BOM_FOR_CODE","","","NULL_BOTH","","20",""
"cmraowzoi001jo0v3e6iobpht","GMD003248","KALPATARU PROJECTS INTERNATIONAL LIMITED","MANUAL SLUICE VALVENOMINAL DIA (NB)100VALVE RATINGPN 10","FSD030098","RSE100002","","","NULL_BOTH","","","NULL_BOTH","","35",""
"cmraowzop0029o0v35gm4zwz9","GMD003236","OFFSHORE INFRASTRUCTURES LIMITED","Supply, Installation, Testing and Commissioning of following diameter suitable Rating DI Soft Seated Sluice Valves PN 1.0125mm","FRD020008","RSD110034","","","NULL_BOTH","","","NULL_BOTH","","25",""
"cmraowzop002ho0v30ddzp8l5","GMD003236","OFFSHORE INFRASTRUCTURES LIMITED","Supply, Installation, Testing and Commissioning of following diameter suitable Rating DI Soft Seated Sluice Valves PN 1.6100mm","FSD030098","RSE100002","","","NULL_BOTH","","","NULL_BOTH","","35",""
"cmraowzop002oo0v3d71igedj","GMD003236","OFFSHORE INFRASTRUCTURES LIMITED","Supply, Installation, Testing and Commissioning of following diameter suitable Rating DI Soft Seated Butterfly ValvesPN 1.0500mm","FBC010041","","","","NO_BOM_FOR_CODE","17000","","PRODUCT_NULL_BUT_COST_EXISTS","QR_OK","35","22950.00"
"cmraowzop002jo0v37jtwyvc6","GMD003236","OFFSHORE INFRASTRUCTURES LIMITED","Supply, Installation, Testing and Commissioning of following diameter suitable Rating DI Soft Seated Sluice Valves PN 1.6200mm","FSC060011","RSD120003","1600","1600","MATCH","1728","1728","MATCH","QR_OK","493.17","10250.00"
"cmraowzop0028o0v3twcx9218","GMD003236","OFFSHORE INFRASTRUCTURES LIMITED","Supply, Installation, Testing and Commissioning of following diameter suitable Rating DI Soft Seated Sluice Valves PN 1.0100mm","FSD030098","RSE100002","","","NULL_BOTH","","","NULL_BOTH","","35",""
"cmraowzos002xo0v344iv9rc5","GMD003242","SUDHAKARA INFRATECH PRIVATE LIMITED","80 mmm DI DF Resilient seated type Sluice Valve of PN 1.0
Mpa. The valve face to face shall be as per BS:5163 with
flange end as per IS: 1538","FSD040044","RSD110042","","","NULL_BOTH","","","NULL_BOTH","","25",""
"cmraowzos002wo0v3ax23q0eb","GMD003242","SUDHAKARA INFRATECH PRIVATE LIMITED","150 mmm DI DF Resilient seated type Sluice Valve of PN
1.0 Mpa. The valve face to face shall be as per BS:5163
with flange end as per IS: 1538","FSD040002","RSD110023","","","NULL_BOTH","","","NULL_BOTH","","25",""
"cmraowzp6003to0v33jkgc8w0","GMD003243","Perfect Valves Pvt.Ltd.","Butterfly Valve 150 mm PN-16, DI, Double Flanged, Short Body, IS 13095","FBD010481","FBD010509","378.5833333333333","378.5833333333333","MATCH","408.87","408.87","MATCH","QR_OK","2250.38","9610.00"
"cmraowzp6003uo0v3ituo4ffw","GMD003243","Perfect Valves Pvt.Ltd.","Butterfly Valve 100 mm PN-16, DI, Double Flanged, Short Body, IS 13095","FBD010525","RED140002","","","NULL_BOTH","","","NULL_BOTH","","50",""
"cmraowzz5006yo0v3321uai7v","GMD003250","LCC Projects Limited","DI SLUICE VALVE 150 MM PN16 IS 9523 (M - DI PIPE FITTINGS)","FSD040002","RSD110023","","","NULL_BOTH","","","NULL_BOTH","","25",""
"cmraowzz5006xo0v34bidxb3a","GMD003250","LCC Projects Limited","DI SLUICE VALVE 100 MM PN16 IS 9523 (M - DI PIPE FITTINGS)","FSD040001","RSD110001","","","NULL_BOTH","","","NULL_BOTH","","25",""
"cmraowzz5006zo0v3ycwh38pl","GMD003250","LCC Projects Limited","DI SLUICE VALVE 200 MM PN16 IS 9523 (M - DI PIPE FITTINGS)","FSC060011","RSD120003","1600","1600","MATCH","1728","1728","MATCH","QR_OK","493.17","10250.00"
"cmraowzzm007jo0v3lld3git0","GMD003254","VIKRAN ENGINEERING & EXIM PVT. LTD","DI D/F Sluice Valve(Resilient Seated) PN 1.0(Motorized Type)-200 mm","FSD040020","","","","NO_BOM_FOR_CODE","58294","","PRODUCT_NULL_BUT_COST_EXISTS","QR_MISMATCH exp~72867.5","25","72870.00"
"cmraowzzm007eo0v3fj073dzf","GMD003254","VIKRAN ENGINEERING & EXIM PVT. LTD","DI D/F Sluice Valve(Resilient Seated) PN 1.0- 80mm","FSD040044","RSD110042","","","NULL_BOTH","","","NULL_BOTH","","25",""
"cmraowzzm007vo0v3loupko93","GMD003254","VIKRAN ENGINEERING & EXIM PVT. LTD","DI D/F Butterfly Valve PN 1.6-500mm","FBC010041","","","","NO_BOM_FOR_CODE","17000","","PRODUCT_NULL_BUT_COST_EXISTS","QR_OK","35","22950.00"
"cmraowzzm007io0v35j8wxxfs","GMD003254","VIKRAN ENGINEERING & EXIM PVT. LTD","DI D/F Sluice Valve(Resilient Seated) PN 1.0- 600 mm","FSD040091","","","","NO_BOM_FOR_CODE","110725","","PRODUCT_NULL_BUT_COST_EXISTS","QR_MISMATCH exp~143942.5","30","143940.00"
"cmraowzzp008co0v3c08v5kx8","GMD003256","LCC Projects Limited","DI BUTTERFLY VALVE 800 MM PN16 IS 13095 (M - BUTTERFLY VALVE)","FBD010121","FBC010121","","","NULL_BOTH","","","NULL_BOTH","","35",""
"cmraowzzp008ao0v326kuun6j","GMD003256","LCC Projects Limited","DI BUTTERFLY VALVE 1400 MM PN10 IS 13095","FBC010241","FBD020245","683100","683100","MATCH","737748","737748","MATCH","QR_MISMATCH exp~1277779.5","73.2","1277770.00"
"cmraowzzp008bo0v3gp66w1qn","GMD003256","LCC Projects Limited","DI BUTTERFLY VALVE 1000 MM PN16 IS 13095","FBD010161","FBC010161","","","NULL_BOTH","","","NULL_BOTH","","35",""
"cmraowzzp0089o0v3g4km863e","GMD003256","LCC Projects Limited","DI BUTTERFLY VALVE 1500 MM PN10 IS 13095","FBC010261","","","","NO_BOM_FOR_CODE","","","NULL_BOTH","","65",""
"cmraox021008so0v3slk6jd4r","GMD003258","NCC LIMITED","DI FITTINGS-DOUBLE FLANGE SLUICE VALVE-150 MM X PN 1.6","FSD040002","RSD110023","","","NULL_BOTH","","","NULL_BOTH","","25",""
"cmraox004008io0v32uyhx6u6","GMD003257","LCC Projects Limited","DI SLUICE VALVE 150 MM (M - SLUICE VALVE)Technical Desc : D.F. & PN -1.6","FSD040002","RSD110023","","","NULL_BOTH","","","NULL_BOTH","","25",""
"cmraox004008ho0v3nndemmks","GMD003257","LCC Projects Limited","DI SLUICE VALVE 80MM (M - SLUICE VALVE) Technical Desc : D.F. & PN- 1.6","FSD040044","RSD110042","","","NULL_BOTH","","","NULL_BOTH","","25",""
"cmraox004008ko0v37f850yz4","GMD003257","LCC Projects Limited","DI SLUICE VALVE 350 MM (M - SLUICE VALVE) Technical Desc : D.F. & PN -1.6","FSD040028","RSD130032","","","NULL_BOTH","","","NULL_BOTH","","20",""
"cmraox04x0093o0v3eslo7e2r","GMD003259","KALPATARU PROJECTS INTERNATIONAL LIMITED","Air Valve with sluice valveNOMINAL DIA (NB)100VALVE RATINGPN 16","FSD040001","RSD110001","","","NULL_BOTH","","","NULL_BOTH","","25",""
"cmraox04x0090o0v386ab7id3","GMD003259","KALPATARU PROJECTS INTERNATIONAL LIMITED","Manual Sluice ValveNOMINAL DIA (NB)800VALVE RATINGPN 16","FSD040059","","","","NO_BOM_FOR_CODE","","","NULL_BOTH","","30",""
"cmraox09q00beo0v3rkjngyme","GMD003263","SUDHAKARA INFRATECH PRIVATE LIMITED","100 mmm DI DF Resilient seated type Sluice Valve of PN
1.0 Mpa. The valve face to face shall be as per BS:5163
with flange end as per IS: 1538","FSD040001","RSD110001","","","NULL_BOTH","","","NULL_BOTH","","25",""
"cmraox0ac00bjo0v33ykh9fbd","GMD003265","NCC LIMITED","DI D/F Duel Plate Check Valve (NRV) Springs 65 mm PN-1.0","FCF090030","","","","NO_BOM_FOR_CODE","","","NULL_BOTH","","200",""
"cmraox0ac00bmo0v33h6wsvug","GMD003265","NCC LIMITED","DI D/F Duel Plate Check Valve (NRV) Springs 150 mm PN-1.0","FCF090032","RNC010004","","","NULL_BOTH","","","NULL_BOTH","","200",""
"cmraox0ac00bko0v3np3ndqva","GMD003265","NCC LIMITED","DI D/F Duel Plate Check Valve (NRV) Springs 80 mm PN-1.0","FCF090034","RND010004","","","NULL_BOTH","","","NULL_BOTH","","200",""
"cmraox0ac00blo0v3xeoocc9t","GMD003265","NCC LIMITED","DI D/F Duel Plate Check Valve (NRV) Springs100 mm PN-1.0","FCE080020","","","","NO_BOM_FOR_CODE","","","NULL_BOTH","","200",""
"cmraox0dp00cbo0v39slwq6yb","GMD003271","MeTsi - Solutions","Manually Operated Resilient Seated Sluice Valves of Class PN 1.6.125 mm dia","FRD020008","RSD110034","","","NULL_BOTH","","","NULL_BOTH","","25",""
"cmraox0dp00c8o0v393qo7v53","GMD003271","MeTsi - Solutions","Manually Operated Resilient Seated Sluice Valves of Class PN 1.6.  80 mm dia","FSD040044","RSD110042","","","NULL_BOTH","","","NULL_BOTH","","25",""
"cmraox0dp00cgo0v35dap2jzr","GMD003271","MeTsi - Solutions","Manually Operated Resilient Seated Sluice Valves of Class PN 1.6.350 mm dia","FSD040028","RSD130032","","","NULL_BOTH","","","NULL_BOTH","","20",""
"cmraox0dp00ceo0v34zrryy2x","GMD003271","MeTsi - Solutions","Manually Operated Resilient Seated Sluice Valves of Class PN 1.6.250 mm dia","FSD040084","","","","NO_BOM_FOR_CODE","","","NULL_BOTH","","20",""
"cmraox0dp00cdo0v3t5mulbbs","GMD003271","MeTsi - Solutions","Manually Operated Resilient Seated Sluice Valves of Class PN 1.6.200 mm dia","FSC060011","RSD120003","1600","1600","MATCH","1728","1728","MATCH","QR_OK","493.17","10250.00"
"cmraox0dp00c9o0v3g42sqiww","GMD003271","MeTsi - Solutions","Manually Operated Resilient Seated Sluice Valves of Class PN 1.6.100 mm dia","FSD040001","RSD110001","","","NULL_BOTH","","","NULL_BOTH","","25",""
"cmraox0dp00cao0v30dsywfq9","GMD003271","MeTsi - Solutions","Manually Operated Resilient Seated Sluice Valves of Class PN 1.6.450 mm dia","FSD040159","","","","NO_BOM_FOR_CODE","","","NULL_BOTH","","20",""
"cmraox0dp00cho0v3wr5i126e","GMD003271","MeTsi - Solutions","Manually Operated Resilient Seated Sluice Valves of Class PN 1.6.400 mm dia","FSD040037","","","","NO_BOM_FOR_CODE","","","NULL_BOTH","","20",""
"cmraox0dp00cfo0v3qc1k5bch","GMD003271","MeTsi - Solutions","Manually Operated Resilient Seated Sluice Valves of Class PN 1.6.300 mm dia","FSD040003","RCB040002","","","NULL_BOTH","","","NULL_BOTH","","20",""
"cmraox0dp00cco0v3mhlxx2is","GMD003271","MeTsi - Solutions","Manually Operated Resilient Seated Sluice Valves of Class PN 1.6. 150 mm dia","FSD040002","RSD110023","","","NULL_BOTH","","","NULL_BOTH","","25",""
"cmraox0hr00cxo0v3kmzchsln","GMD003272","KALPATARU PROJECTS INTERNATIONAL LIMITED","Electric Sluice ValveNOMINAL DIA (NB)100PN 16","FSD040001","RSD110001","","","NULL_BOTH","","","NULL_BOTH","","25",""
"cmraox0hr00d4o0v3dyftes61","GMD003272","KALPATARU PROJECTS INTERNATIONAL LIMITED","MANUAL SLUICE VALVESize
 (mm)150PN 16DI","FSD040002","RSD110023","","","NULL_BOTH","","","NULL_BOTH","","25",""
"cmraox0hr00cyo0v3k3qg5oco","GMD003272","KALPATARU PROJECTS INTERNATIONAL LIMITED","Electric Sluice ValveNOMINAL DIA (NB)150PN 16","FSD040002","RSD110023","","","NULL_BOTH","","","NULL_BOTH","","25",""
"cmraox0hr00d5o0v3bjqjwgvf","GMD003272","KALPATARU PROJECTS INTERNATIONAL LIMITED","MANUAL SLUICE VALVESize
 (mm)100PN 16DI","FSD040001","RSD110001","","","NULL_BOTH","","","NULL_BOTH","","25",""
"cmraox0hr00d1o0v3zo9k3k17","GMD003272","KALPATARU PROJECTS INTERNATIONAL LIMITED","Air Valve with sluice valveNOMINAL DIA (NB)40PN 16","FSD040049","RSD120013","","","NULL_BOTH","","","NULL_BOTH","","25",""
"cmraox0hr00d7o0v3c0x6bm4k","GMD003272","KALPATARU PROJECTS INTERNATIONAL LIMITED","MOTORIZED SLUICE VALVESize
 (mm)100PN 16DI","FSD040018","","","","NO_BOM_FOR_CODE","","","NULL_BOTH","","25",""
"cmraox0hr00czo0v3w2r2w5b3","GMD003272","KALPATARU PROJECTS INTERNATIONAL LIMITED","Manual Sluice ValveNOMINAL DIA (NB)100PN 16","FSD040001","RSD110001","","","NULL_BOTH","","","NULL_BOTH","","25",""
"cmraox0hr00d3o0v303z7i3pp","GMD003272","KALPATARU PROJECTS INTERNATIONAL LIMITED","MOTORIZED SLUICE VALVESize
 (mm)100PN 16DI","FSD040018","","","","NO_BOM_FOR_CODE","","","NULL_BOTH","","25",""
"cmraox0hr00d8o0v3g2nl8kzy","GMD003272","KALPATARU PROJECTS INTERNATIONAL LIMITED","MANUAL SLUICE VALVESize
 (mm)100PN 16DI","FSD040001","RSD110001","","","NULL_BOTH","","","NULL_BOTH","","25",""
"cmraox0hr00d2o0v3cruxvihb","GMD003272","KALPATARU PROJECTS INTERNATIONAL LIMITED","MOTORIZED SLUICE VALVESize
 (mm)150PN 16DI","FSD040019","","","","NO_BOM_FOR_CODE","57605","","PRODUCT_NULL_BUT_COST_EXISTS","QR_MISMATCH exp~72012","25.01","72010.00"
"cmraox0hr00d0o0v3gwhqr84u","GMD003272","KALPATARU PROJECTS INTERNATIONAL LIMITED","Manual Sluice ValveNOMINAL DIA (NB)150PN 16","FSD040002","RSD110023","","","NULL_BOTH","","","NULL_BOTH","","25",""
"cmraox0jx00dzo0v3dztk5b72","GMD003273","R C PATEL","Providing ISI mark Ductile Iron Butterfly valves1200 mm dia. (PN-1.0)","FBC010201","","","","NO_BOM_FOR_CODE","","","NULL_BOTH","","65",""
"cmraox0jx00eao0v39fbud20k","GMD003273","R C PATEL","Providing ISI mark Ductile Iron Butterfly valves250 mm dia. (PN-1.0)","FBC010487","","","","NO_BOM_FOR_CODE","","","NULL_BOTH","","50",""
"cmraox0jx00e6o0v36zz5b8s5","GMD003273","R C PATEL","Providing ISI mark Ductile Iron Butterfly valves500 mm dia. (PN-1.0)","FBC010041","","","","NO_BOM_FOR_CODE","17000","","PRODUCT_NULL_BUT_COST_EXISTS","QR_OK","35","22950.00"
"cmraox0jx00e0o0v381oqipmr","GMD003273","R C PATEL","Providing ISI mark Ductile Iron Butterfly valves1100 mm dia. (PN-1.0)","FBD010181","FBC010181","","","NULL_BOTH","","","NULL_BOTH","","65",""
"cmraox0jx00eno0v35os7zpe6","GMD003273","R C PATEL","Providing ISI mark Ductile Iron Butterfly valves1300 mm dia. (PN-1.0)","FBC010221","","","","NO_BOM_FOR_CODE","","","NULL_BOTH","","65",""
"cmraox0jx00ego0v38bc4pai6","GMD003273","R C PATEL","Providing, supplying ISI marked Ductile Iron D.F. Sluice Valves150 mm dia. (PN-1.0)","FSD040002","RSD110023","","","NULL_BOTH","","","NULL_BOTH","","25",""
"cmraox0jx00e9o0v3jzhwelgu","GMD003273","R C PATEL","Providing ISI mark Ductile Iron Butterfly valves300 mm dia. (PN-1.0)","FBC020511","","","","NO_BOM_FOR_CODE","","","NULL_BOTH","","50",""
"cmraox0jx00e8o0v3ar948iai","GMD003273","R C PATEL","Providing ISI mark Ductile Iron Butterfly valves350 mm dia. (PN-1.0)","FBC020489","","","","NO_BOM_FOR_CODE","","","NULL_BOTH","","50",""
"cmraox0jx00eko0v3rp6afwe2","GMD003273","R C PATEL","Providing Kinetic Temper proof, Combination type Air valves (as per AWWA C 512) with an isolation sluice valve Air Valves having a single Float - Capsule Type of SS 304100 mm dia. (PN-1.0)","FSD040001","RSD110001","","","NULL_BOTH","","","NULL_BOTH","","25",""
"cmraox0jx00dyo0v3nkc8czqw","GMD003273","R C PATEL","Providing ISI mark Ductile Iron Butterfly valves1400 mm dia. (PN-1.0)","FBC010241","FBD020245","683100","683100","MATCH","737748","737748","MATCH","QR_MISMATCH exp~1277779.5","73.2","1277770.00"
"cmraox0jx00ebo0v3ile6yfbc","GMD003273","R C PATEL","Providing, supplying ISI marked Ductile Iron D.F. Sluice Valves400 mm dia. (PN-1.0)","FSD040037","","","","NO_BOM_FOR_CODE","","","NULL_BOTH","","20",""
"cmraox0jx00edo0v3xnb80fzl","GMD003273","R C PATEL","Providing, supplying ISI marked Ductile Iron D.F. Sluice Valves65 mm dia. (PN-1.0)","FSD040050","RSD130015","","","NULL_BOTH","","","NULL_BOTH","","25",""
"cmraox0jx00e4o0v31s6jmqde","GMD003273","R C PATEL","Providing ISI mark Ductile Iron Butterfly valves700 mm dia. (PN-1.0)","FBC010081","FBD020643","92200","92200","MATCH","99576","99576","MATCH","QR_MISMATCH exp~156324.4","56.99","156320.00"
"cmraox0jx00efo0v3mekk1ggf","GMD003273","R C PATEL","Providing, supplying ISI marked Ductile Iron D.F. Sluice Valves100 mm dia. (PN-1.0)","FSD040001","RSD110001","","","NULL_BOTH","","","NULL_BOTH","","25",""
"cmraox0jx00dwo0v3h1w30wqe","GMD003273","R C PATEL","Providing ISI mark Ductile Iron Butterfly valves1600 mm dia. (PN-1.0)","FBC010281","","","","NO_BOM_FOR_CODE","","","NULL_BOTH","","65",""
"cmraox0jx00eio0v357op9tra","GMD003273","R C PATEL","Providing Kinetic Temper proof, Combination type Air valves (as per AWWA C 512) with an isolation sluice valve Air Valves having a single Float - Capsule Type of SS 30450 mm dia. (PN-1.0)","FSD040038","RSD130008","","","NULL_BOTH","","","NULL_BOTH","","25",""
"cmraox0jx00dxo0v3a9b8ecao","GMD003273","R C PATEL","Providing ISI mark Ductile Iron Butterfly valves1500 mm dia. (PN-1.0)","FBC010261","","","","NO_BOM_FOR_CODE","","","NULL_BOTH","","65",""
"cmraox0jx00ejo0v3j2gi4koy","GMD003273","R C PATEL","Providing Kinetic Temper proof, Combination type Air valves (as per AWWA C 512) with an isolation sluice valve Air Valves having a single Float - Capsule Type of SS 30480 mm dia. (PN-1.0)","FSD040044","RSD110042","","","NULL_BOTH","","","NULL_BOTH","","25",""
"cmraox0jx00elo0v3w8qzjzny","GMD003273","R C PATEL","Providing Kinetic Temper proof, Combination type Air valves (as per AWWA C 512) with an isolation sluice valve Air Valves having a single Float - Capsule Type of SS 304150 mm dia. (PN-1.0)","FSD040002","RSD110023","","","NULL_BOTH","","","NULL_BOTH","","25",""
"cmraox0jx00e2o0v32jijt9bt","GMD003273","R C PATEL","Providing ISI mark Ductile Iron Butterfly valves900 mm dia. (PN-1.0)","FBD010141","","","","NO_BOM_FOR_CODE","","","NULL_BOTH","","35",""
"cmraox0jx00e3o0v30cc55ful","GMD003273","R C PATEL","Providing ISI mark Ductile Iron Butterfly valves800 mm dia. (PN-1.0)","FBD010121","FBC010121","","","NULL_BOTH","","","NULL_BOTH","","35",""
"cmraox0jx00eho0v31kv8w2ef","GMD003273","R C PATEL","Providing, supplying ISI marked Ductile Iron D.F. Sluice Valves200 mm dia. (PN-1.0)","FSC060011","RSD120003","1600","1600","MATCH","1728","1728","MATCH","QR_OK","493.17","10250.00"
"cmraox0jx00eco0v3mkibygm7","GMD003273","R C PATEL","Providing, supplying ISI marked Ductile Iron D.F. Sluice Valves300 mm dia. (PN-1.0)","FSD040003","RCB040002","","","NULL_BOTH","","","NULL_BOTH","","20",""
"cmraox0jx00e5o0v391s42785","GMD003273","R C PATEL","Providing ISI mark Ductile Iron Butterfly valves600 mm dia. (PN-1.0)","FBC010061","","","","NO_BOM_FOR_CODE","","","NULL_BOTH","","35",""
"cmraox0jx00eeo0v3eplyj7qe","GMD003273","R C PATEL","Providing, supplying ISI marked Ductile Iron D.F. Sluice Valves80 mm dia. (PN-1.0)","FSD040044","RSD110042","","","NULL_BOTH","","","NULL_BOTH","","25",""
"cmraox0jx00e1o0v3p30tcrto","GMD003273","R C PATEL","Providing ISI mark Ductile Iron Butterfly valves1000 mm dia. (PN-1.0)","FBD010161","FBC010161","","","NULL_BOTH","","","NULL_BOTH","","35",""
"cmraox0k100f4o0v3ov4qyphv","GMD003275","H C JAIN ENGINEERING PVT LTD","DI DOUBLE FLANGE BUTTERFLY
 VALVE PN 1.0 AS PER IS 13095 PART 1
 MANUALLY GEAR OPERATEDSIZE500 mm","FBC010041","","","","NO_BOM_FOR_CODE","17000","","PRODUCT_NULL_BUT_COST_EXISTS","QR_OK","35","22950.00"
"cmraox0k100ezo0v30llugl9m","GMD003275","H C JAIN ENGINEERING PVT LTD","DI DF RESILIENT SEATED SLUICE VALVE PN 1.0 ELECTRICALLY OPERATED WITH ACTUATORSIZE150 mm","FSD040019","","","","NO_BOM_FOR_CODE","57605","","PRODUCT_NULL_BUT_COST_EXISTS","QR_MISMATCH exp~72012","25.01","72010.00"
"cmraox0k100exo0v3apnqjsk3","GMD003275","H C JAIN ENGINEERING PVT LTD","DI DF RESILIENT SEATED SLUICE VALVE PN 1.0 MANUALLY
 HANDWHEEL OPERATEDSIZE700 mm","FSD040075","","","","NO_BOM_FOR_CODE","","","NULL_BOTH","","30",""
"cmraox0k100ewo0v3qalugx8b","GMD003275","H C JAIN ENGINEERING PVT LTD","DI DF RESILIENT SEATED SLUICE VALVE PN 1.0 MANUALLY
 HANDWHEEL OPERATEDSIZE600 mm","FSD040091","","","","NO_BOM_FOR_CODE","110725","","PRODUCT_NULL_BUT_COST_EXISTS","QR_MISMATCH exp~143942.5","30","143940.00"
"cmraox0k100eyo0v3wob7op3s","GMD003275","H C JAIN ENGINEERING PVT LTD","DI DF RESILIENT SEATED SLUICE VALVE PN 1.0 ELECTRICALLY OPERATED WITH ACTUATOR & 3
 PHASE STARTER ( ACTUATOR MAKE -
 ROTORK/AUMA)SIZE100 mm","FSD040018","","","","NO_BOM_FOR_CODE","","","NULL_BOTH","","25",""
"cmraox0k900f5o0v30orsjzgk","GMD003276","H C JAIN ENGINEERING PVT LTD","MS DISMANTLING JOINT PN 16SIZE700 MM","FUX040013","","","","NO_BOM_FOR_CODE","","","NULL_BOTH","","15",""
"cmraox0k900fao0v3rew9ap82","GMD003276","H C JAIN ENGINEERING PVT LTD","MS DISMANTLING JOINT PN 16SIZE600 MM","FUX040012","","","","NO_BOM_FOR_CODE","","","NULL_BOTH","","15",""
"cmraox0k900f8o0v3vkapie37","GMD003276","H C JAIN ENGINEERING PVT LTD","MS DISMANTLING JOINT PN 16SIZE500 MM","FUX040011","","","","NO_BOM_FOR_CODE","","","NULL_BOTH","","15",""
"cmraox0k900f9o0v3y12v5g4i","GMD003276","H C JAIN ENGINEERING PVT LTD","MS DISMANTLING JOINT PN 16SIZE450 MM","FUX040010","","","","NO_BOM_FOR_CODE","","","NULL_BOTH","","15",""
"cmraox0k900f7o0v32zlxdr6w","GMD003276","H C JAIN ENGINEERING PVT LTD","MS DISMANTLING JOINT PN 16SIZE1100 MM","FUX040017","","","","NO_BOM_FOR_CODE","","","NULL_BOTH","","15",""
"cmraox0k900f6o0v32b8xkkcn","GMD003276","H C JAIN ENGINEERING PVT LTD","MS DISMANTLING JOINT PN 16SIZE1100 MM","FUX040017","","","","NO_BOM_FOR_CODE","","","NULL_BOTH","","15",""
"cmraox0kx00fco0v3959ko6oa","GMD003280","ZUBERI ENGINEERING CONSTRUCTION PVT. LTD.","Cast Iron Gate /Sluice Valve, Manual hand wheel operated, Rising Stem, outside screw, bolted bonnet, renewable seat, standard BS 5352 /API 598 / BS EN 12266-1 / BS 5150 /IS 14846 /
 Equivalent, Rating PN 1.0 [10 kg/cm2(g)], Flanged Ends as per ANSI B16.1, Class 125 lbs, Flat Face50 NB","FGC030250","","","","NO_BOM_FOR_CODE","","","NULL_BOTH","","35",""
"cmraox0ky00fho0v3mnyolkio","GMD003279","MeTsi - Solutions","Manually Operated Resilient Seated Sluice Valves of Class PN 1.6. 150 mm dia","FSD040002","RSD110023","","","NULL_BOTH","","","NULL_BOTH","","25",""
"cmraox0ky00fgo0v3z9td21d9","GMD003279","MeTsi - Solutions","Manually Operated Resilient Seated Sluice Valves of Class PN 1.6. 125 mm dia","FRD020008","RSD110034","","","NULL_BOTH","","","NULL_BOTH","","25",""
"cmraox0ky00fio0v3xsk2lpna","GMD003279","MeTsi - Solutions","Manually Operated Resilient Seated Sluice Valves of Class PN 1.6. 200mm dia","FSC060011","RSD120003","1600","1600","MATCH","1728","1728","MATCH","QR_OK","493.17","10250.00"
"cmraox0ne00g2o0v3fsbrq5gy","GMD003283","H C JAIN ENGINEERING PVT LTD","DI DOUBLE FLANGE SOFT SEATED RESILIENT SLUICE VALVE PN 10 AS PER IS 14846-2000 MANUALLY OPERATED WITH HANDWHEEL200 MM","FSC030212","","","","NO_BOM_FOR_CODE","","","NULL_BOTH","","35",""
"cmraox0uk00hzo0v3ht4xwpsz","GMD003286","H C JAIN ENGINEERING PVT LTD","sluice valve Diameter: 700 mm Pressure rating: PN1.0","FSD040075","","","","NO_BOM_FOR_CODE","","","NULL_BOTH","","30",""
"cmraox0ud00hqo0v3ljl3syvc","GMD003289","R C PATEL","Providing, supplying ISI marked Ductile Iron D.F. Sluice Valves as per attached data sheet.200 mm dia. (PN-1.0)","FSC060011","RSD120003","1600","1600","MATCH","1728","1728","MATCH","QR_OK","493.17","10250.00"
"cmraox0ud00hbo0v3fynsoez2","GMD003289","R C PATEL","Providing ISI mark Ductile Iron Butterfly valves(P N-1.0) as per attached data sheet with bye pass arrangement.900 mm dia. (PN-1.0)","FBD010141","","","","NO_BOM_FOR_CODE","","","NULL_BOTH","","35",""
"cmraox0ud00h7o0v30g5ovmv4","GMD003289","R C PATEL","Providing ISI mark Ductile Iron Butterfly valves(P N-1.0) as per attached data sheet with bye pass arrangement.1300 mm dia. (PN-1.0)","FBC010221","","","","NO_BOM_FOR_CODE","","","NULL_BOTH","","65",""
