id,docket,party,itemName,erpItemCode,rmItemCode,productCostActual,productCostExpected,productStatus,costActual,costExpected,costStatus,qrStatus,vaPercent,quotedRate
"cmresu6f6000c7ov31so86vau","GMD/2026-27/261","KALPATARU PROJECTS INTERNATIONAL LIMITED","“DALUI” make Auto Op. Ductile Iron Body & Disc Resilient Seated type Dual Plate Check Valve Of PN - 1.6 MPa. As Per API : 594 with Flange End As Per IS: 1538.500mmPN16","FCE080024","","","","NO_BOM_FOR_CODE","","","NULL_BOTH","","200",""
"cmreviqa8000488v3yl1umwf9","GMD/2026-27/262","KOYA AND COMPANY CONSTRUCTION LTD","“DALUI” make Auto Op. Ductile Iron Body & Disc Metal Seated type Non Return Valve Of PN - 1.6 MPa. As per IS 5312 with Flange End As Per IS: 1538.250mm","FCE080025","","","","NO_BOM_FOR_CODE","","","NULL_BOTH","","200",""
"cmreviqa8000588v3hycp0afy","GMD/2026-27/262","KOYA AND COMPANY CONSTRUCTION LTD","“DALUI” make Auto Op. Ductile Iron Body & Disc Metal Seated type Non Return Valve Of PN - 1.6 MPa. As per IS 5312 with Flange End As Per IS: 1538.200mm","FCE080028","","","","NO_BOM_FOR_CODE","","","NULL_BOTH","","200",""
"cmreviqa8000788v3el1r9qin","GMD/2026-27/262","KOYA AND COMPANY CONSTRUCTION LTD","“DALUI” make HW Op. Ductile Iron Body & Disc Resilient Seated type Sluice Valve Of PN - 1.6 MPa. The Valve face to face shall be as per BS : 5163/IS : 14846(PD type, Short Body) with Flange End As Per IS: 1538.200mm","FSC030212","","","","NO_BOM_FOR_CODE","","","NULL_BOTH","","35",""
"cmreviqa8000688v3mbp0oryv","GMD/2026-27/262","KOYA AND COMPANY CONSTRUCTION LTD","“DALUI” make HW Op. Ductile Iron Body & Disc Resilient Seated type Sluice Valve Of PN - 1.6 MPa. The Valve face to face shall be as per BS : 5163/IS : 14846(PD type, Short Body) with Flange End As Per IS: 1538.250mm","FSC030242","","","","NO_BOM_FOR_CODE","","","NULL_BOTH","","35",""
"cmreviqa8000988v3r5wvftpo","GMD/2026-27/262","KOYA AND COMPANY CONSTRUCTION LTD","“DALUI” make Auto Op. Mild Steel Body & Disc Metal Seated type Air Cushion Valve Of PN - 1.0 MPa. Manufacturing Standard with Flange End As Per IS: 1538.100mm","FCI020006","","","","NO_BOM_FOR_CODE","","","NULL_BOTH","","75",""
"cmreviqa8000a88v3dck3o5mb","GMD/2026-27/262","KOYA AND COMPANY CONSTRUCTION LTD","“DALUI” make Auto Op. Ductile Iron Body & Disc Resilient Seated type Tamper Proof Air Valve Of PN - 1.0 MPa. As Per AWWA C 512 with Flange End As Per IS: 1538.200mm","FDC040021","","","","NO_BOM_FOR_CODE","","","NULL_BOTH","","35",""
"cmreviqa8000c88v3d5e12w1g","GMD/2026-27/262","KOYA AND COMPANY CONSTRUCTION LTD","“DALUI” make HW Op. Ductile Iron Body & Disc Resilient Seated type Sluice Valve Of PN - 1.0 MPa. The Valve face to face shall be as per BS : 5163/IS : 14846(PD type, Short Body) with Flange End As Per IS: 1538.200mm","FSC030212","","","","NO_BOM_FOR_CODE","","","NULL_BOTH","","35",""
"cmreviqa8000b88v3md02usty","GMD/2026-27/262","KOYA AND COMPANY CONSTRUCTION LTD","“DALUI” make Auto Op. Ductile Iron Body & Disc Resilient Seated type Tamper Proof Air Valve Of PN - 1.0 MPa. As Per AWWA C 512 with Flange End As Per IS: 1538.100mm","FDC040013","FTD050018","5421","5421","MATCH","5854.68","5854.68","MATCH","QR_OK","168.67","15730.00"
"cmreviqa8000888v392odm2ac","GMD/2026-27/262","KOYA AND COMPANY CONSTRUCTION LTD","“DALUI” make Auto Op. Mild Steel Body & Disc Metal Seated type Air Cushion Valve Of PN - 1.0 MPa. Manufacturing Standard with Flange End As Per IS: 1538.200mm","FSC030092","","","","NO_BOM_FOR_CODE","","","NULL_BOTH","","75",""
"cmrfy7xpk000n88v34etm9kue","GMD/2026-27/263","Bhabha Atomic Research Centre(BARC)","DI Butterfly valves,350mm,PN16","FBC020489","","","","NO_BOM_FOR_CODE","25253","","PRODUCT_NULL_BUT_COST_EXISTS","QR_OK","50","37880.00"
"cmrfy7xpk000m88v3nvpqywp5","GMD/2026-27/263","Bhabha Atomic Research Centre(BARC)","DI Butterfly valves,300mm,PN16","FBC020511","","","","NO_BOM_FOR_CODE","21200","","PRODUCT_NULL_BUT_COST_EXISTS","QR_OK","50","31800.00"
"cmrfy7xpk000l88v3t63xj0eo","GMD/2026-27/263","Bhabha Atomic Research Centre(BARC)","DI Butterfly valves,250mm,PN16","FBC010487","","","","NO_BOM_FOR_CODE","15407.8","","PRODUCT_NULL_BUT_COST_EXISTS","QR_OK","49.99","23110.00"
"cmrfy7xpk000k88v35vgkm0nq","GMD/2026-27/263","Bhabha Atomic Research Centre(BARC)","DI Butterfly valves,200mm,PN16","FBC010486","","","","NO_BOM_FOR_CODE","13897.1","","PRODUCT_NULL_BUT_COST_EXISTS","QR_OK","50.03","20850.00"
"cmrfy7xpk000g88v3plnq40gu","GMD/2026-27/263","Bhabha Atomic Research Centre(BARC)","DI Butterfly valves,50mm,PN16","FBD010513","","","","NO_BOM_FOR_CODE","2033.65","","PRODUCT_NULL_BUT_COST_EXISTS","QR_OK","49.98","3050.00"
"cmrfy7xpk000h88v3j949p7nn","GMD/2026-27/263","Bhabha Atomic Research Centre(BARC)","DI Butterfly valves,80mm,PN16","FBC010506","FBD010483","2300","2300","MATCH","2484","2484","MATCH","QR_OK","22.79","3050.00"
"cmrfy7xpk000i88v3vy8qe68h","GMD/2026-27/263","Bhabha Atomic Research Centre(BARC)","DI Butterfly valves,100mm,PN16","FBD010525","RED140002","","","NULL_BOTH","3819.06","","PRODUCT_NULL_BUT_COST_EXISTS","QR_OK","50.04","5730.00"
"cmrfy7xpk000j88v3blkic57i","GMD/2026-27/263","Bhabha Atomic Research Centre(BARC)","DI Butterfly valves,150mm,PN16","FBD010481","FBD010509","378.5833333333333","378.5833333333333","MATCH","408.87","408.87","MATCH","QR_OK","1846.83","7960.00"
"cmrisj7lb001wxsv3uvf6f4aa","GMD/2026-27/266","SJ Environmental Solutions.","NRV250mmPN16CI","FCE080025","","","","NO_BOM_FOR_CODE","","","NULL_BOTH","","200",""
"cmrisj7lb002mxsv3312480qx","GMD/2026-27/266","SJ Environmental Solutions.","NRV100mmPN16CI","FCE080020","","","","NO_BOM_FOR_CODE","","","NULL_BOTH","","200",""
"cmrisj7l9000bxsv3j11thjd9","GMD/2026-27/266","SJ Environmental Solutions.","NRV200mmPN16CI","FCE080028","","","","NO_BOM_FOR_CODE","","","NULL_BOTH","","200",""
"cmrisj7lb001sxsv341p0vubs","GMD/2026-27/266","SJ Environmental Solutions.","NRV50mmPN16CI","FCG010015","RND010003","","","NULL_BOTH","","","NULL_BOTH","","200",""
"cmrisj7lc002vxsv35u75t0r6","GMD/2026-27/266","SJ Environmental Solutions.","NRV100mmPN16CI","FCE080020","","","","NO_BOM_FOR_CODE","","","NULL_BOTH","","200",""
"cmrisj7lc002qxsv3t6bcwc4l","GMD/2026-27/266","SJ Environmental Solutions.","NRV100mmPN16CI","FCE080020","","","","NO_BOM_FOR_CODE","","","NULL_BOTH","","200",""
"cmrisj7lb002gxsv34u63za0j","GMD/2026-27/266","SJ Environmental Solutions.","NRV200mmPN16CI","FCE080028","","","","NO_BOM_FOR_CODE","","","NULL_BOTH","","200",""
"cmrisj7lb0022xsv35otdku5c","GMD/2026-27/266","SJ Environmental Solutions.","NRV200mmPN16CI","FCE080028","","","","NO_BOM_FOR_CODE","","","NULL_BOTH","","200",""
"cmrisj7la001exsv35l5mmlf7","GMD/2026-27/266","SJ Environmental Solutions.","NRV200mmPN16CI","FCE080028","","","","NO_BOM_FOR_CODE","","","NULL_BOTH","","200",""
"cmrisj7lb0024xsv3y28k6364","GMD/2026-27/266","SJ Environmental Solutions.","NRV200mmPN16CI","FCE080028","","","","NO_BOM_FOR_CODE","","","NULL_BOTH","","200",""
"cmrisj7lc003gxsv3yzc9kr2n","GMD/2026-27/266","SJ Environmental Solutions.","NRV50mmPN16CI","FCG010015","RND010003","","","NULL_BOTH","","","NULL_BOTH","","200",""
"cmrisj7lb002bxsv36er145pv","GMD/2026-27/266","SJ Environmental Solutions.","NRV200mmPN16CI","FCE080028","","","","NO_BOM_FOR_CODE","","","NULL_BOTH","","200",""
"cmrisj7l90002xsv3vb42mmon","GMD/2026-27/266","SJ Environmental Solutions.","NRV200mmPN16CI","FCE080028","","","","NO_BOM_FOR_CODE","","","NULL_BOTH","","200",""
"cmrisj7l90004xsv3ob1227b4","GMD/2026-27/266","SJ Environmental Solutions.","NRV200mmPN16CI","FCE080028","","","","NO_BOM_FOR_CODE","","","NULL_BOTH","","200",""
"cmrisj7la001lxsv3tqy5rby1","GMD/2026-27/266","SJ Environmental Solutions.","NRV50mmPN16CI","FCG010015","RND010003","","","NULL_BOTH","","","NULL_BOTH","","200",""
"cmrisj7la001cxsv3drlzomvw","GMD/2026-27/266","SJ Environmental Solutions.","NRV150mmPN16CI","FCF090032","RNC010004","","","NULL_BOTH","","","NULL_BOTH","","200",""
"cmrisj7lb001txsv336zkymm0","GMD/2026-27/266","SJ Environmental Solutions.","NRV50mmPN16CI","FCG010015","RND010003","","","NULL_BOTH","","","NULL_BOTH","","200",""
"cmrisj7l9000ixsv3bu15avlq","GMD/2026-27/266","SJ Environmental Solutions.","NRV200mmPN16CI","FCE080028","","","","NO_BOM_FOR_CODE","","","NULL_BOTH","","200",""
"cmrisj7la001nxsv31mzgu3py","GMD/2026-27/266","SJ Environmental Solutions.","NRV50mmPN16CI","FCG010015","RND010003","","","NULL_BOTH","","","NULL_BOTH","","200",""
"cmrisj7l9000gxsv3n1o961d8","GMD/2026-27/266","SJ Environmental Solutions.","NRV200mmPN16CI","FCE080028","","","","NO_BOM_FOR_CODE","","","NULL_BOTH","","200",""
"cmrisj7lb0029xsv37n5f63lf","GMD/2026-27/266","SJ Environmental Solutions.","NRV200mmPN16CI","FCE080028","","","","NO_BOM_FOR_CODE","","","NULL_BOTH","","200",""
"cmrisj7lc002rxsv3a0gbbsqs","GMD/2026-27/266","SJ Environmental Solutions.","NRV100mmPN16CI","FCE080020","","","","NO_BOM_FOR_CODE","","","NULL_BOTH","","200",""
"cmrisj7lc003dxsv3vwniq3jk","GMD/2026-27/266","SJ Environmental Solutions.","NRV50mmPN16CI","FCG010015","RND010003","","","NULL_BOTH","","","NULL_BOTH","","200",""
"cmrisj7l90009xsv3xsmvwwm9","GMD/2026-27/266","SJ Environmental Solutions.","NRV200mmPN16CI","FCE080028","","","","NO_BOM_FOR_CODE","","","NULL_BOTH","","200",""
"cmrisj7lb002hxsv3hwjn560z","GMD/2026-27/266","SJ Environmental Solutions.","NRV200mmPN16CI","FCE080028","","","","NO_BOM_FOR_CODE","","","NULL_BOTH","","200",""
"cmrisj7lb001zxsv3127kuawl","GMD/2026-27/266","SJ Environmental Solutions.","NRV250mmPN16CI","FCE080025","","","","NO_BOM_FOR_CODE","","","NULL_BOTH","","200",""
"cmrisj7lc002zxsv3rkrzymc9","GMD/2026-27/266","SJ Environmental Solutions.","NRV100mmPN16CI","FCE080020","","","","NO_BOM_FOR_CODE","","","NULL_BOTH","","200",""
"cmrizjvwu0002u0v30gscg5k3","GMD/2026-27/267","LCC Projects Limited","200 mm dia Air Valve PN 1.6 CI","FDC040021","","","","NO_BOM_FOR_CODE","8640.96","","PRODUCT_NULL_BUT_COST_EXISTS","QR_MISMATCH exp~11665.3","35","11670.00"
"cmrizjvwu0005u0v3keblu4an","GMD/2026-27/267","LCC Projects Limited","do as above for Zero Velocity Valve with bypass arrangement with C.I. body 300 MM size","FCI010007","","","","NO_BOM_FOR_CODE","100759","","PRODUCT_NULL_BUT_COST_EXISTS","QR_MISMATCH exp~201518","100","201520.00"
"cmrizjvwu0004u0v3h1mry98j","GMD/2026-27/267","LCC Projects Limited","900 mm dia Knife gate Valve PN 1.0","FCF060010","","","","NO_BOM_FOR_CODE","320000","","PRODUCT_NULL_BUT_COST_EXISTS","QR_OK","25","400000.00"
"cmrizjvwu0003u0v3l5dijeke","GMD/2026-27/267","LCC Projects Limited","800 mm dia Knife gate Valve PN 1.0 CI","FCE030029","","","","NO_BOM_FOR_CODE","180000","","PRODUCT_NULL_BUT_COST_EXISTS","QR_OK","25","225000.00"
"cmrj1c7j8000au0v3isjkkn5w","GMD/2026-27/268","NTPC LIMITED","Butterfly Valve With pneumatic actuator 300mm,PN10,CI","FBD020493","","27476.015","","NO_BOM_FOR_CODE|STALE_GATE","29970.84","29970.84","MATCH","QR_OK","88.15","56390.00"
"cmrj1c7j8000bu0v3gghvlw0g","GMD/2026-27/268","NTPC LIMITED","Butterfly Valve With pneumatic actuator 150mm,PN16,CI","FBD010489","","10290.24","","NO_BOM_FOR_CODE|STALE_GATE","11224.59","11224.59","MATCH","QR_OK","130.21","25840.00"
"cmrj1c7j8000cu0v39qy3ybe8","GMD/2026-27/268","NTPC LIMITED","Butterfly Valve With pneumatic actuator 80mm,PN10,CI","FBD020563","","5400.78","","NO_BOM_FOR_CODE|STALE_GATE","5891.17","5891.17","MATCH","QR_MISMATCH exp~8836.8","50","8840.00"
"cmrj1c7j8000du0v30b6qleiu","GMD/2026-27/268","NTPC LIMITED","Butterfly Valve With pneumatic actuator 100mm,PN10,CI","FBD010488","","6802.12","","NO_BOM_FOR_CODE|STALE_GATE","7419.75","7419.75","MATCH","QR_OK","167.26","19830.00"
"cmrk7n6pd000334v3w8qi8mkt","GMD/2026-27/269","Rubrik Infrastructure Pvt Ltd","“DALUI” make Auto Op. Ductile Iron Body & Disc Resilient Seated type Tamper Proof Air Valve Of PN - 1.6 MPa. As Per AWWA C 512 with Flange End As Per IS: 1538.100mm","FDC040013","FTD050018","5421","5421","MATCH","5854.68","5854.68","MATCH","QR_OK","-26.04","4330.00"
"cmrk7n6pd000234v3t15xjm64","GMD/2026-27/269","Rubrik Infrastructure Pvt Ltd","“DALUI” make HW Op. Ductile Iron Body & Disc Resilient Seated type Sluice Valve Of PN - 1.6 MPa. The Valve face to face shall be as per BS : 5163/IS : 14846(PD type, Short Body) with Flange End As Per IS: 1538.200mm","FSC060011","RSD120003","1600","1600","MATCH","1728","1728","MATCH","QR_OK","518.63","10690.00"
"cmrk7n6pe000434v311lto1i7","GMD/2026-27/269","Rubrik Infrastructure Pvt Ltd","“DALUI” make HW Op. Ductile Iron Body & Disc Resilient Seated type Sluice Valve Of PN - 1.6 MPa. The Valve face to face shall be as per BS : 5163/IS : 14846(PD type, Short Body) with Flange End As Per IS: 1538.450mm","FSD040159","","52979","","NO_BOM_FOR_CODE|STALE_GATE","57217.32","57217.32","MATCH","QR_MISMATCH exp~74170.8","29.63","74170.00"
"cmrk8xy07000934v322xb62vt","GMD/2026-27/270","Jain Irrigation","CI / DI LUG STYLE BUTTERFLY VALVE ( ELECTRICALLY ACTUATED )900 MMPN10","FBC010143","","","","NO_BOM_FOR_CODE","286077.3","","PRODUCT_NULL_BUT_COST_EXISTS","QR_MISMATCH exp~386204.4","35","386200.00"
"cmrk8xy07000734v3ugg1kkzg","GMD/2026-27/270","Jain Irrigation","CI / DI LUG STYLE BUTTERFLY VALVE (ELECTRICALLY ACTUATED)600 MMPN10","FBC010063","","","","NO_BOM_FOR_CODE","140918","","PRODUCT_NULL_BUT_COST_EXISTS","QR_MISMATCH exp~190239.3","35","190240.00"
"cmrk8xy07000834v33hovob9d","GMD/2026-27/270","Jain Irrigation","CI / DI LUG STYLE BUTTERFLY VALVE ( ELECTRICALLY ACTUATED )800 MMPN10","FBC010123","","","","NO_BOM_FOR_CODE","220966.6","","PRODUCT_NULL_BUT_COST_EXISTS","QR_MISMATCH exp~298304.9","35","298300.00"
"cmrk8xy07000a34v3kdciieqt","GMD/2026-27/270","Jain Irrigation","CI / DI LUG STYLE BUTTERFLY VALVE ( ELECTRICALLY ACTUATED )1000 MMPN10","FBC010163","","","","NO_BOM_FOR_CODE","344397.5","","PRODUCT_NULL_BUT_COST_EXISTS","QR_MISMATCH exp~464936.6","35","464940.00"
"cmrkd0nmr000d34v3mtvmvoko","GMD/2026-27/271","Rashtriya Ispat Nigam Limited","CI Plug valve 50mm,PN10","FCF140001","","6896","","NO_BOM_FOR_CODE|STALE_GATE","7447.68","7522.16","MISMATCH diff=74.48","QR_MISMATCH exp~13033.4","75","13030.00"
"cmrkejr2l000u34v3z3ihi6cv","GMD/2026-27/272","ZUBERI ENGINEERING CONSTRUCTION PVT. LTD.","DI Dual plate check valve 125mm PN1.6","FHC010008","","","","NO_BOM_FOR_CODE","2188.534","","PRODUCT_NULL_BUT_COST_EXISTS","QR_MISMATCH exp~5325.6","143.34","5330.00"
"cmrkejr2l000o34v3rxtzqfih","GMD/2026-27/272","ZUBERI ENGINEERING CONSTRUCTION PVT. LTD.","DI Sluice Valves 150mm PN1.6 With Actuator","FSD040182","","","","NO_BOM_FOR_CODE","64210","","PRODUCT_NULL_BUT_COST_EXISTS","QR_MISMATCH exp~82188.8","28","82190.00"
"cmrkejr2l000r34v3misod47d","GMD/2026-27/272","ZUBERI ENGINEERING CONSTRUCTION PVT. LTD.","DI Butterfly valves 200mm PN1.6 With Gear Box & Actuator","FBD020489","","","","NO_BOM_FOR_CODE","62185","","PRODUCT_NULL_BUT_COST_EXISTS","QR_MISMATCH exp~114482.6","84.1","114480.00"
"cmrkejr2l000n34v3seu445e3","GMD/2026-27/272","ZUBERI ENGINEERING CONSTRUCTION PVT. LTD.","DI Sluice Valves 125mm PN1.6 With Actuator","FSD040137","","","","NO_BOM_FOR_CODE","63785","","PRODUCT_NULL_BUT_COST_EXISTS","QR_MISMATCH exp~84196.2","32","84200.00"
"cmrkejr2l000m34v3tdfq60n9","GMD/2026-27/272","ZUBERI ENGINEERING CONSTRUCTION PVT. LTD.","DI Sluice Valves 80mm PN1.6 With Actuator","FSD040101","","","","NO_BOM_FOR_CODE","61664","","PRODUCT_NULL_BUT_COST_EXISTS","QR_OK","28","78930.00"
"cmrkejr2l000q34v39lsegm3o","GMD/2026-27/272","ZUBERI ENGINEERING CONSTRUCTION PVT. LTD.","DI Sluice Valves 450mm PN1.6 With Actuator","FSD040178","","","","NO_BOM_FOR_CODE","142828","","PRODUCT_NULL_BUT_COST_EXISTS","QR_MISMATCH exp~175678.4","23","175680.00"
"cmrkejr2l000l34v35t6h8w37","GMD/2026-27/272","ZUBERI ENGINEERING CONSTRUCTION PVT. LTD.","DI,Resilient Seated Sluice Valves 150mm PN 1.6","FSD040002","RSD110023","","","NULL_BOTH","4668","","PRODUCT_NULL_BUT_COST_EXISTS","QR_OK","36.25","6360.00"
"cmrkejr2l000k34v3ukjvs43a","GMD/2026-27/272","ZUBERI ENGINEERING CONSTRUCTION PVT. LTD.","DI,Resilient Seated Sluice Valves 100mm PN 1.6","FSD040001","RSD110001","","","NULL_BOTH","2599","","PRODUCT_NULL_BUT_COST_EXISTS","QR_MISMATCH exp~3757.9","44.59","3760.00"
"cmrkejr2l000s34v30gp0taye","GMD/2026-27/272","ZUBERI ENGINEERING CONSTRUCTION PVT. LTD.","DI Butterfly valves 250mm PN1.6 With Gear Box & Actuator","FBC010481","","","","NO_BOM_FOR_CODE","68824","","PRODUCT_NULL_BUT_COST_EXISTS","QR_OK","48","101860.00"
"cmrkejr2l000t34v3pun8zm0l","GMD/2026-27/272","ZUBERI ENGINEERING CONSTRUCTION PVT. LTD.","DI Dual plate check valve80mm PN1.6","FHD010005","RO1010003","","","NULL_BOTH","2146.2","","PRODUCT_NULL_BUT_COST_EXISTS","QR_MISMATCH exp~2974.4","38.59","2970.00"
"cmrkejr2l000j34v30brox7z5","GMD/2026-27/272","ZUBERI ENGINEERING CONSTRUCTION PVT. LTD.","DI,Resilient Seated Sluice Valves 80mm PN 1.6","FSD040044","RSD110042","","","NULL_BOTH","2122","","PRODUCT_NULL_BUT_COST_EXISTS","QR_MISMATCH exp~3293.6","55.21","3290.00"
"cmrkejr2l000p34v3ocumx11w","GMD/2026-27/272","ZUBERI ENGINEERING CONSTRUCTION PVT. LTD.","DI Sluice Valves 350mm PN1.6 With Actuator","FSD040088","","","","NO_BOM_FOR_CODE","101099","","PRODUCT_NULL_BUT_COST_EXISTS","QR_MISMATCH exp~133450.7","32","133450.00"
"cmrkf1xuz000y34v3x6prcpf7","GMD/2026-27/273","Vishnu Prakash R Punglia Limited","Ductile iron single chamber triple function temper proof air valves 250mm,PN16","FDC040025","","","","NO_BOM_FOR_CODE","30000","","PRODUCT_NULL_BUT_COST_EXISTS","QR_OK","35","40500.00"
"cmrkf1xuz000x34v3emrnq3j9","GMD/2026-27/273","Vishnu Prakash R Punglia Limited","Ductile iron double flanged scour valves as per IS:14846 500mm,PN16","FRD010039","","","","NO_BOM_FOR_CODE","61688","","PRODUCT_NULL_BUT_COST_EXISTS","QR_MISMATCH exp~74031.8","20.01","74030.00"
"cmrkiql7s001534v39d3s97ew","GMD/2026-27/274","Jain Irrigation","Ductile Iron Automatic Air valves 40mm,PN16","FDC040001","FTD050001","14.5985401459854","14.598540145985401","MATCH","15.77","15.77","MATCH","QR_OK","26.82","20.00"
"cmrkiql7s001434v3e4xbyh9z","GMD/2026-27/274","Jain Irrigation","Ductile Iron D/F Scour Valves of PN10,50mm","FSD040038","RSD130008","","","NULL_BOTH","","","NULL_BOTH","","25",""
"cmrkiql7s001834v3wetj0vy9","GMD/2026-27/274","Jain Irrigation","Cast Iron / Ductile Iron made Ball Valves 50mm,PN16","FCF010010","","","","NO_BOM_FOR_CODE","","","NULL_BOTH","","50",""
"cmrkiql7s001634v3ztg1i2zw","GMD/2026-27/274","Jain Irrigation","Cast Iron / Ductile Iron made Ball Valves 25mm,PN16","FCF010005","","","","NO_BOM_FOR_CODE","","","NULL_BOTH","","50",""
"cmrkiql7s001334v35yktb1zu","GMD/2026-27/274","Jain Irrigation","Ductile Iron D/F Gate/Sluice Valves of PN10,100mm","FSD040001","RSD110001","","","NULL_BOTH","","","NULL_BOTH","","25",""
"cmrkiql7s001234v37okaqbv1","GMD/2026-27/274","Jain Irrigation","Ductile Iron D/F Gate/Sluice Valves of PN10,200mm","FSC060011","RSD120003","1600","1600","MATCH","1728","1728","MATCH","QR_OK","493.17","10250.00"
"cmrkiql7s001734v3j0cpx1v8","GMD/2026-27/274","Jain Irrigation","Cast Iron / Ductile Iron made Ball Valves 32mm,PN16","FCF010012","","","","NO_BOM_FOR_CODE","","","NULL_BOTH","","50",""
"cmrlqlvyk0002eov3ndu7y4yu","GMD/2026-27/275","Hindustan Copper Limited","CI Sluice Valve 100mm PN16","FSD040001","RSD110001","6700","","UNEXPECTED_FILLED","7308.36","7308.36","MATCH","QR_OK","123.03","16300.00"
"cmrlqlvyk0005eov39431kksg","GMD/2026-27/275","Hindustan Copper Limited","CI Sluice Valve 250mm PN10","FSD040084","","22300","","NO_BOM_FOR_CODE|STALE_GATE","24324.84","24324.84","MATCH","QR_MISMATCH exp~37440.8","53.92","37440.00"
"cmrlqlvyk0003eov39g7ot96c","GMD/2026-27/275","Hindustan Copper Limited","CI Sluice Valve 150mm PN10","FSD040002","RSD110023","10200","","UNEXPECTED_FILLED","11126.16","11126.16","MATCH","QR_OK","91.17","21270.00"
"cmrlqlvyk0004eov3b5m44b1f","GMD/2026-27/275","Hindustan Copper Limited","CI Sluice Valve 200mm PN10","FSC060011","RSD120003","1600","1600","MATCH","1745.28","1745.28","MATCH","QR_OK","1523.81","28340.00"
"cmrnbzf60000rxgv33s4pmj5s","GMD/2026-27/278","Shapoorji Pallonji And Company Private Limited","“DALUI” make HW Op. Ductile Iron Body & Disc Resilient Seated type Sluice Valve Of PN - 1.6 MPa. The Valve face to face shall be as per BS : 5163/IS : 14846(PD type, Short Body) with Flange End As Per IS: 1538,400MM","FSC030339","","31125","","NO_BOM_FOR_CODE|STALE_GATE","33615","33615","MATCH","QR_OK","11.11","37350.00"
"cmrnbzf610013xgv32tmquwmb","GMD/2026-27/278","Shapoorji Pallonji And Company Private Limited","“DALUI” make Lever OP. Ductile Iron Body & Disc Concentric type Butterfly Valve Of PN - 1.6 MPa. As Per BS: 5155 // IS : 13095 with Flange End As Per IS: 1538,300MM","FBD020482","","7800","","NO_BOM_FOR_CODE|STALE_GATE","8424","8424","MATCH","QR_OK","34.26","11310.00"
"cmrnbzf61000yxgv3mi5tnz26","GMD/2026-27/278","Shapoorji Pallonji And Company Private Limited","“DALUI” make HW Op. Ductile Iron Body & Disc Resilient Seated type Sluice Valve Of PN - 1.6 MPa. The Valve face to face shall be as per BS : 5163/IS : 14846(PD type, Short Body) with Flange End As Per IS: 1538,250MM","FSC030242","","13048","","NO_BOM_FOR_CODE|STALE_GATE","14091.84","14091.84","MATCH","QR_OK","11.13","15660.00"
"cmrnbzf60000sxgv3qwq67zau","GMD/2026-27/278","Shapoorji Pallonji And Company Private Limited","“DALUI” make Auto Op. Ductile Iron Body & Disc Resilient Seated type Sluice Valve Of PN - 1.6 MPa. The Valve face to face shall be as per BS : 5163/IS : 14846(PD type, Short Body) with Flange End As Per IS: 1538,600MM","FSC030422","","113723","","NO_BOM_FOR_CODE|STALE_GATE","122820.84","122820.84","MATCH","QR_MISMATCH exp~202838.6","65.15","202840.00"
"cmrnbzf61000txgv35vzglq2b","GMD/2026-27/278","Shapoorji Pallonji And Company Private Limited","“DALUI” make Auto Op. Ductile Iron Body & Disc Resilient Seated type Sluice Valve Of PN - 1.6 MPa. The Valve face to face shall be as per BS : 5163/IS : 14846(PD type, Short Body) with Flange End As Per IS: 1538,700MM","FSC030452","","232220","","NO_BOM_FOR_CODE|STALE_GATE","250797.6","250797.6","MATCH","QR_MISMATCH exp~356885","42.3","356890.00"
"cmrnbzf61000uxgv308n9lgun","GMD/2026-27/278","Shapoorji Pallonji And Company Private Limited","“DALUI” make Auto Op. Ductile Iron Body & Disc Resilient Seated type Sluice Valve Of PN - 1.6 MPa. The Valve face to face shall be as per BS : 5163/IS : 14846(PD type, Short Body) with Flange End As Per IS: 1538,800MM","FSC030512","","290249","","NO_BOM_FOR_CODE|STALE_GATE","313468.92","313468.92","MATCH","QR_MISMATCH exp~432305","37.91","432320.00"
"cmrnbzf610010xgv3jmleaynw","GMD/2026-27/278","Shapoorji Pallonji And Company Private Limited","“DALUI” make HW Op. Ductile Iron Body & Disc Resilient Seated type Sluice Valve Of PN - 1.6 MPa. The Valve face to face shall be as per BS : 5163/IS : 14846(PD type, Short Body) with Flange End As Per IS: 1538,400MM","FSC030339","","31125","","NO_BOM_FOR_CODE|STALE_GATE","33615","33615","MATCH","QR_OK","11.11","37350.00"
"cmrnbzf61000wxgv3vkj5rnms","GMD/2026-27/278","Shapoorji Pallonji And Company Private Limited","“DALUI” make HW Op. Ductile Iron Body & Disc Resilient Seated type Sluice Valve Of PN - 1.6 MPa. The Valve face to face shall be as per BS : 5163/IS : 14846(PD type, Short Body) with Flange End As Per IS: 1538,100MM","FSD030098","RSE100002","2599","","UNEXPECTED_FILLED","2806.92","2806.92","MATCH","QR_OK","15.79","3250.00"
"cmrnbzf61000xxgv3id3fd95e","GMD/2026-27/278","Shapoorji Pallonji And Company Private Limited","“DALUI” make HW Op. Ductile Iron Body & Disc Resilient Seated type Sluice Valve Of PN - 1.6 MPa. The Valve face to face shall be as per BS : 5163/IS : 14846(PD type, Short Body) with Flange End As Per IS: 1538,150MM","FSD030182","","4668","","NO_BOM_FOR_CODE|STALE_GATE","5041.44","5041.44","MATCH","QR_OK","15.84","5840.00"
